Place Name,Safety Rating (5.0),Lighting,Lighting Score,Police Presence,Emergency Services (m),Crime Beat ID,Crowd Density,Overall Status
Sholinganallur Zone-90,3.8,Good,63%,No,1383m,CHN4547,Medium,Moderate
Manapakkam Zone-82,3.4,Poor,78%,No,948m,CHN4548,High,Moderate
Egmore Zone-42,4.7,Poor,96%,No,941m,CHN4549,Low,Safe
Thiruvottriyur Zone-57,2.8,Good,91%,No,1331m,CHN4550,Low,Unsafe
Alwarpet Zone-24,2.9,Good,86%,Yes,1030m,CHN4551,High,Unsafe
Velachery Zone-1,4.9,Moderate,79%,No,1883m,CHN4552,Low,Safe
Thousand Lights Zone-2,3.0,Good,80%,No,636m,CHN4553,Medium,Unsafe
Vadapalani Zone-98,4.0,Moderate,94%,Yes,821m,CHN4554,Medium,Moderate
Medavakkam Zone-1,3.3,Moderate,91%,No,1870m,CHN4555,Low,Moderate
Guindy Zone-6,2.8,Poor,99%,No,1311m,CHN4556,Medium,Unsafe
Aminjikarai Zone-56,3.2,Poor,95%,No,226m,CHN4557,Medium,Moderate
Avadi Zone-57,4.6,Poor,84%,No,1904m,CHN4558,Low,Safe
Maduravoyal Zone-21,4.5,Poor,81%,No,948m,CHN4559,Medium,Safe
Porur Zone-19,3.3,Good,83%,No,936m,CHN4560,High,Moderate
Kilpauk Zone-48,3.7,Moderate,99%,No,1338m,CHN4561,Medium,Moderate
Royapettah Zone-54,3.0,Good,66%,No,1325m,CHN4562,High,Unsafe
Washermanpet Zone-34,3.9,Moderate,76%,No,1168m,CHN4563,Low,Moderate
Vandalur Zone-2,4.4,Poor,68%,Yes,643m,CHN4564,Low,Safe
Ashok Nagar Zone-98,2.6,Poor,98%,No,923m,CHN4565,High,Unsafe
Adyar Zone-6,2.9,Moderate,76%,No,959m,CHN4566,High,Unsafe
Thoraipakkam Zone-13,3.1,Good,82%,No,203m,CHN4567,Low,Unsafe
Vadapalani Zone-46,2.7,Good,66%,Yes,1732m,CHN4568,High,Unsafe
Pallavaram Zone-29,4.4,Poor,63%,No,519m,CHN4569,Medium,Safe
Villivakkam Zone-64,3.6,Good,63%,Yes,1349m,CHN4570,High,Moderate
Mylapore Zone-98,3.6,Good,94%,No,626m,CHN4571,Low,Moderate
Thiruvanmiyur Zone-47,3.1,Good,70%,Yes,1789m,CHN4572,High,Unsafe
Saidapet Zone-1,3.0,Poor,60%,Yes,597m,CHN4573,Medium,Unsafe
Tambaram Zone-21,4.4,Moderate,74%,Yes,1607m,CHN4574,Medium,Safe
Maduravoyal Zone-57,3.9,Moderate,99%,Yes,1071m,CHN4575,Low,Moderate
Royapuram Zone-70,4.9,Moderate,74%,No,341m,CHN4576,Medium,Safe
Avadi Zone-78,3.6,Poor,78%,No,1905m,CHN4577,Medium,Moderate
Thiruvottriyur Zone-28,3.0,Poor,60%,Yes,1638m,CHN4578,Low,Unsafe
George Town Zone-21,4.0,Good,91%,No,892m,CHN4579,High,Moderate
Thousand Lights Zone-73,2.7,Moderate,81%,No,1675m,CHN4580,Low,Unsafe
Kottivakkam Zone-73,4.8,Poor,100%,Yes,1516m,CHN4581,Medium,Safe
Pallikaranai Zone-77,4.8,Good,86%,No,1947m,CHN4582,Medium,Safe
Thoraipakkam Zone-53,4.4,Moderate,73%,Yes,683m,CHN4583,Low,Safe
Ambattur Zone-37,4.1,Moderate,71%,Yes,1084m,CHN4584,High,Moderate
Vandalur Zone-50,3.2,Good,69%,No,713m,CHN4585,Medium,Moderate
Maduravoyal Zone-61,4.7,Poor,72%,Yes,466m,CHN4586,High,Safe
Sholinganallur Zone-72,3.3,Good,74%,No,344m,CHN4587,Low,Moderate
Maduravoyal Zone-10,2.9,Good,84%,Yes,1549m,CHN4588,Medium,Unsafe
Kilpauk Zone-70,4.6,Poor,98%,No,1516m,CHN4589,Medium,Safe
Royapuram Zone-36,3.2,Good,67%,No,1029m,CHN4590,Medium,Moderate
Egmore Zone-16,4.9,Poor,60%,Yes,1789m,CHN4591,Low,Safe
Ambattur Zone-99,4.2,Poor,68%,Yes,505m,CHN4592,Low,Safe
Saidapet Zone-48,3.8,Poor,95%,No,431m,CHN4593,High,Moderate
Kotturpuram Zone-63,4.1,Poor,73%,No,1578m,CHN4594,High,Moderate
Tambaram Zone-16,4.8,Moderate,85%,No,353m,CHN4595,Low,Safe
Kotturpuram Zone-68,3.6,Poor,82%,No,1933m,CHN4596,High,Moderate
Vandalur Zone-69,3.2,Poor,64%,No,679m,CHN4597,Medium,Moderate
Thoraipakkam Zone-16,4.1,Moderate,89%,No,1131m,CHN4598,Medium,Moderate
T Nagar Zone-91,3.8,Good,62%,No,1881m,CHN4599,Medium,Moderate
Pallavaram Zone-58,2.6,Moderate,82%,Yes,1634m,CHN4600,High,Unsafe
Royapuram Zone-47,4.6,Moderate,60%,No,1479m,CHN4601,High,Safe
Thoraipakkam Zone-13,3.6,Poor,69%,No,1879m,CHN4602,Medium,Moderate
Villivakkam Zone-21,3.9,Good,76%,Yes,223m,CHN4603,Low,Moderate
Thoraipakkam Zone-45,4.8,Poor,74%,Yes,1620m,CHN4604,Medium,Safe
Thiruvanmiyur Zone-19,4.9,Good,71%,No,1152m,CHN4605,Medium,Safe
Adyar Zone-1,4.4,Poor,72%,No,1950m,CHN4606,High,Safe
Perambur Zone-30,3.2,Poor,85%,No,1298m,CHN4607,High,Moderate
Chromepet Zone-70,2.9,Poor,69%,Yes,1474m,CHN4608,Low,Unsafe
Avadi Zone-13,3.8,Moderate,88%,Yes,1877m,CHN4609,Medium,Moderate
Teynampet Zone-75,2.9,Poor,80%,Yes,1149m,CHN4610,High,Unsafe
Kilpauk Zone-37,2.6,Poor,84%,No,1800m,CHN4611,Medium,Unsafe
Pallavaram Zone-86,2.6,Moderate,76%,Yes,1433m,CHN4612,High,Unsafe
Saidapet Zone-85,4.7,Moderate,99%,Yes,263m,CHN4613,Medium,Safe
Kotturpuram Zone-15,4.8,Poor,69%,Yes,795m,CHN4614,Low,Safe
Tambaram Zone-69,4.9,Moderate,84%,Yes,955m,CHN4615,High,Safe
Vadapalani Zone-96,3.9,Poor,84%,No,1964m,CHN4616,High,Moderate
Ayanavaram Zone-69,3.4,Moderate,67%,Yes,1615m,CHN4617,Medium,Moderate
Vandalur Zone-12,4.4,Poor,93%,No,1594m,CHN4618,Low,Safe
Poonamallee Zone-5,3.8,Moderate,74%,Yes,452m,CHN4619,Low,Moderate
Guindy Zone-38,4.9,Poor,62%,No,1429m,CHN4620,Low,Safe
Porur Zone-9,4.1,Good,74%,Yes,1605m,CHN4621,Low,Moderate
Villivakkam Zone-26,3.5,Poor,67%,No,792m,CHN4622,High,Moderate
Ashok Nagar Zone-48,3.3,Poor,90%,No,459m,CHN4623,High,Moderate
Ambattur Zone-8,4.2,Good,94%,Yes,693m,CHN4624,Low,Safe
Parrys Zone-29,3.9,Moderate,60%,No,216m,CHN4625,High,Moderate
Kottivakkam Zone-58,4.0,Good,67%,Yes,1550m,CHN4626,Low,Moderate
Parrys Zone-75,3.7,Moderate,82%,Yes,1864m,CHN4627,Low,Moderate
Thoraipakkam Zone-78,2.6,Good,97%,No,357m,CHN4628,Low,Unsafe
Velachery Zone-70,5.0,Moderate,66%,No,904m,CHN4629,Low,Safe
Kodambakkam Zone-51,3.8,Moderate,80%,Yes,802m,CHN4630,Low,Moderate
Nungambakkam Zone-46,3.3,Good,90%,No,206m,CHN4631,Low,Moderate
Teynampet Zone-30,3.9,Good,96%,No,1150m,CHN4632,High,Moderate
Avadi Zone-87,2.8,Moderate,97%,Yes,504m,CHN4633,High,Unsafe
George Town Zone-48,3.8,Good,98%,No,584m,CHN4634,Medium,Moderate
Royapuram Zone-82,3.8,Moderate,100%,No,631m,CHN4635,High,Moderate
Adyar Zone-36,3.7,Moderate,73%,Yes,1218m,CHN4636,Medium,Moderate
Anna Nagar Zone-47,4.5,Moderate,94%,Yes,1721m,CHN4637,High,Safe
Saidapet Zone-44,2.7,Good,72%,Yes,1716m,CHN4638,Medium,Unsafe
Kilpauk Zone-77,3.4,Good,99%,Yes,492m,CHN4639,High,Moderate
Pallavaram Zone-63,2.7,Moderate,97%,Yes,1583m,CHN4640,Low,Unsafe
Perungudi Zone-26,3.0,Moderate,79%,No,1223m,CHN4641,Medium,Unsafe
Thiruvanmiyur Zone-64,3.5,Poor,99%,No,1353m,CHN4642,Medium,Moderate
Poonamallee Zone-77,3.7,Poor,93%,No,1098m,CHN4643,High,Moderate
Kodambakkam Zone-97,4.2,Good,90%,No,1589m,CHN4644,Medium,Safe
Adyar Zone-21,2.6,Moderate,84%,Yes,209m,CHN4645,Low,Unsafe
Villivakkam Zone-76,4.8,Poor,62%,No,1714m,CHN4646,Medium,Safe
Thousand Lights Zone-2,4.7,Poor,79%,No,395m,CHN4647,High,Safe
Kotturpuram Zone-48,2.8,Good,94%,No,1932m,CHN4648,Low,Unsafe
Thiruvottriyur Zone-77,3.0,Good,82%,Yes,392m,CHN4649,Low,Unsafe
Velachery East Zone-78,3.1,Poor,76%,Yes,767m,CHN4650,Low,Unsafe
Manapakkam Zone-1,4.6,Poor,79%,No,1889m,CHN4651,Medium,Safe
Ambattur Zone-69,3.3,Good,88%,No,1448m,CHN4652,High,Moderate
Porur Zone-17,3.2,Moderate,99%,Yes,991m,CHN4653,High,Moderate
Parrys Zone-95,4.5,Moderate,67%,No,1504m,CHN4654,High,Safe
Maduravoyal Zone-61,3.7,Moderate,65%,Yes,719m,CHN4655,Medium,Moderate
Royapuram Zone-69,3.9,Poor,61%,Yes,1750m,CHN4656,Medium,Moderate
Pallikaranai Zone-88,3.5,Moderate,73%,Yes,1001m,CHN4657,Low,Moderate
Anna Nagar Zone-12,3.4,Moderate,96%,Yes,1630m,CHN4658,Medium,Moderate
Manapakkam Zone-48,4.5,Poor,80%,Yes,1167m,CHN4659,High,Safe
Manapakkam Zone-19,2.6,Good,99%,No,1525m,CHN4660,Low,Unsafe
Guindy Zone-26,4.7,Good,98%,Yes,699m,CHN4661,High,Safe
Alwarpet Zone-61,3.7,Good,77%,No,223m,CHN4662,Low,Moderate
Avadi Zone-7,3.3,Poor,67%,No,441m,CHN4663,Medium,Moderate
Thousand Lights Zone-80,4.0,Good,71%,No,1255m,CHN4664,High,Moderate
Pallavaram Zone-34,3.8,Good,88%,No,1254m,CHN4665,Medium,Moderate
Vadapalani Zone-15,3.4,Moderate,73%,Yes,693m,CHN4666,Low,Moderate
Medavakkam Zone-66,2.6,Good,62%,No,236m,CHN4667,Medium,Unsafe
Ambattur Zone-97,3.4,Moderate,98%,Yes,1467m,CHN4668,Medium,Moderate
Manapakkam Zone-26,4.6,Poor,88%,Yes,1239m,CHN4669,Medium,Safe
Pallikaranai Zone-13,3.8,Poor,65%,No,1853m,CHN4670,Medium,Moderate
Velachery Zone-83,3.8,Good,62%,No,1154m,CHN4671,Medium,Moderate
Velachery East Zone-65,3.8,Good,60%,Yes,1706m,CHN4672,High,Moderate
Saidapet Zone-36,2.8,Good,60%,No,1763m,CHN4673,Low,Unsafe
Sholinganallur Zone-8,4.9,Poor,100%,No,1448m,CHN4674,Low,Safe
Thirumullaivoyal Zone-26,3.3,Moderate,69%,No,1009m,CHN4675,Medium,Moderate
Tambaram Zone-7,4.1,Good,63%,Yes,635m,CHN4676,Medium,Moderate
Villivakkam Zone-98,3.1,Good,75%,Yes,1356m,CHN4677,High,Unsafe
Vandalur Zone-9,4.6,Good,69%,No,1020m,CHN4678,Low,Safe
Chromepet Zone-9,3.6,Poor,98%,No,1777m,CHN4679,High,Moderate
Royapettah Zone-89,4.7,Moderate,72%,Yes,1263m,CHN4680,High,Safe
Velachery East Zone-80,3.2,Poor,66%,Yes,1498m,CHN4681,Medium,Moderate
Velachery West Zone-30,2.8,Good,99%,Yes,297m,CHN4682,Medium,Unsafe
Velachery West Zone-8,3.6,Moderate,60%,No,705m,CHN4683,Low,Moderate
Avadi Zone-24,4.4,Moderate,94%,No,1158m,CHN4684,Low,Safe
Sholinganallur Zone-29,4.2,Poor,95%,Yes,889m,CHN4685,Medium,Safe
Porur Zone-83,3.0,Moderate,80%,No,461m,CHN4686,Medium,Unsafe
Velachery West Zone-77,3.0,Moderate,81%,Yes,1688m,CHN4687,Medium,Unsafe
Guindy Zone-52,2.9,Poor,90%,No,1229m,CHN4688,High,Unsafe
Vandalur Zone-59,2.8,Moderate,82%,No,1228m,CHN4689,High,Unsafe
Thoraipakkam Zone-12,3.7,Poor,64%,Yes,1232m,CHN4690,Low,Moderate
Velachery East Zone-84,4.4,Good,88%,No,1254m,CHN4691,Medium,Safe
Alwarpet Zone-65,4.0,Poor,100%,Yes,637m,CHN4692,Low,Moderate
Teynampet Zone-81,3.8,Poor,96%,Yes,494m,CHN4693,Medium,Moderate
Sholinganallur Zone-26,4.0,Poor,66%,Yes,800m,CHN4694,Medium,Moderate
Nungambakkam Zone-100,2.9,Poor,61%,No,1092m,CHN4695,High,Unsafe
Manapakkam Zone-85,2.8,Good,99%,Yes,1713m,CHN4696,High,Unsafe
George Town Zone-7,3.4,Good,89%,Yes,687m,CHN4697,High,Moderate
Nungambakkam Zone-65,3.0,Good,81%,Yes,992m,CHN4698,Low,Unsafe
T Nagar Zone-37,4.7,Good,61%,No,977m,CHN4699,High,Safe
Ashok Nagar Zone-57,4.3,Poor,94%,No,1239m,CHN4700,Medium,Safe
Pallikaranai Zone-8,2.9,Poor,80%,No,1233m,CHN4701,Low,Unsafe
Mylapore Zone-24,3.7,Good,76%,No,435m,CHN4702,High,Moderate
Mogappair Zone-25,3.0,Good,64%,No,1715m,CHN4703,Medium,Unsafe
Porur Zone-23,2.5,Good,100%,Yes,1343m,CHN4704,High,Unsafe
Avadi Zone-14,2.8,Moderate,61%,No,1994m,CHN4705,Low,Unsafe
Kotturpuram Zone-5,2.6,Good,92%,No,297m,CHN4706,High,Unsafe
Perungudi Zone-87,3.2,Good,87%,Yes,1081m,CHN4707,High,Moderate
Royapettah Zone-34,2.9,Moderate,98%,Yes,438m,CHN4708,Medium,Unsafe
Ashok Nagar Zone-99,3.7,Good,69%,Yes,1277m,CHN4709,Low,Moderate
Perungudi Zone-9,4.8,Poor,75%,Yes,1290m,CHN4710,High,Safe
Tambaram Zone-41,4.1,Good,94%,No,1167m,CHN4711,Low,Moderate
Kotturpuram Zone-83,2.8,Poor,79%,Yes,1813m,CHN4712,Medium,Unsafe
Teynampet Zone-63,4.0,Good,82%,Yes,1203m,CHN4713,Low,Moderate
Thiruvottriyur Zone-7,4.5,Good,98%,No,406m,CHN4714,High,Safe
Medavakkam Zone-10,3.1,Moderate,60%,No,1636m,CHN4715,Low,Unsafe
Royapettah Zone-45,3.2,Poor,79%,No,1199m,CHN4716,High,Moderate
Washermanpet Zone-38,3.7,Poor,75%,No,526m,CHN4717,Medium,Moderate
Kottivakkam Zone-64,4.1,Good,84%,No,219m,CHN4718,High,Moderate
Thirumullaivoyal Zone-87,3.8,Poor,95%,No,415m,CHN4719,Low,Moderate
Sholinganallur Zone-18,2.7,Good,90%,No,1272m,CHN4720,Low,Unsafe
Thoraipakkam Zone-17,4.1,Good,99%,No,1190m,CHN4721,Medium,Moderate
Manapakkam Zone-84,3.5,Poor,77%,No,800m,CHN4722,Low,Moderate
Adyar Zone-17,4.0,Moderate,61%,No,927m,CHN4723,Medium,Moderate
Ayanavaram Zone-83,2.7,Poor,100%,No,468m,CHN4724,High,Unsafe
Manapakkam Zone-49,4.5,Moderate,80%,No,1380m,CHN4725,High,Safe
Guindy Zone-58,4.6,Good,100%,No,229m,CHN4726,Medium,Safe
Avadi Zone-76,3.7,Poor,96%,No,1817m,CHN4727,High,Moderate
Guindy Zone-62,5.0,Good,82%,No,1228m,CHN4728,Medium,Safe
Kodambakkam Zone-42,4.3,Poor,92%,Yes,944m,CHN4729,High,Safe
Aminjikarai Zone-71,4.7,Poor,80%,Yes,1367m,CHN4730,Medium,Safe
T Nagar Zone-1,4.6,Moderate,92%,No,592m,CHN4731,Medium,Safe
Ayanavaram Zone-46,4.6,Good,85%,Yes,878m,CHN4732,Low,Safe
Ayanavaram Zone-78,4.5,Poor,60%,No,1660m,CHN4733,High,Safe
Perungudi Zone-91,3.9,Moderate,77%,No,1619m,CHN4734,Low,Moderate
Thiruvanmiyur Zone-44,2.6,Poor,61%,No,533m,CHN4735,High,Unsafe
Washermanpet Zone-71,4.6,Good,77%,Yes,965m,CHN4736,Medium,Safe
George Town Zone-80,4.3,Poor,100%,No,256m,CHN4737,Low,Safe
Parrys Zone-64,4.2,Moderate,74%,Yes,1934m,CHN4738,Low,Safe
Royapettah Zone-64,3.6,Moderate,78%,Yes,276m,CHN4739,Medium,Moderate
Thousand Lights Zone-83,3.7,Poor,70%,No,1093m,CHN4740,Low,Moderate
Thoraipakkam Zone-77,3.4,Moderate,73%,Yes,739m,CHN4741,Low,Moderate
Vepery Zone-69,4.2,Poor,60%,No,651m,CHN4742,High,Safe
Guindy Zone-1,3.1,Poor,64%,No,1482m,CHN4743,Medium,Unsafe
Sholinganallur Zone-72,3.1,Moderate,84%,Yes,494m,CHN4744,Medium,Unsafe
Kilpauk Zone-48,2.6,Good,65%,No,756m,CHN4745,Medium,Unsafe
Egmore Zone-22,4.2,Poor,93%,Yes,1727m,CHN4746,Medium,Safe
Anna Nagar Zone-97,2.7,Poor,63%,No,998m,CHN4747,Medium,Unsafe
Mylapore Zone-69,3.1,Moderate,61%,No,1308m,CHN4748,Low,Unsafe
Nungambakkam Zone-33,2.6,Good,75%,Yes,1467m,CHN4749,Medium,Unsafe
Perambur Zone-69,3.1,Poor,74%,No,652m,CHN4750,High,Unsafe
Thirumullaivoyal Zone-57,5.0,Good,88%,No,550m,CHN4751,Low,Safe
Villivakkam Zone-4,4.9,Moderate,82%,Yes,464m,CHN4752,Low,Safe
Kotturpuram Zone-44,2.5,Poor,68%,Yes,1245m,CHN4753,Low,Unsafe
Thoraipakkam Zone-42,3.8,Good,71%,Yes,1773m,CHN4754,Low,Moderate
Washermanpet Zone-74,4.1,Poor,61%,No,341m,CHN4755,High,Moderate
Pallikaranai Zone-66,3.4,Good,70%,Yes,1022m,CHN4756,Low,Moderate
Perungudi Zone-3,2.9,Good,83%,Yes,1932m,CHN4757,Low,Unsafe
Medavakkam Zone-95,3.3,Good,67%,Yes,808m,CHN4758,High,Moderate
Alwarpet Zone-53,3.5,Good,60%,Yes,1148m,CHN4759,Medium,Moderate
Washermanpet Zone-17,4.0,Poor,63%,Yes,1724m,CHN4760,High,Moderate
Kilpauk Zone-27,3.2,Poor,66%,No,1116m,CHN4761,Low,Moderate
Anna Nagar Zone-2,4.4,Poor,63%,No,503m,CHN4762,High,Safe
Vadapalani Zone-60,3.0,Moderate,86%,Yes,581m,CHN4763,Medium,Unsafe
Thousand Lights Zone-54,3.4,Poor,85%,No,1708m,CHN4764,High,Moderate
Chromepet Zone-98,4.5,Good,100%,No,527m,CHN4765,Low,Safe
Kodambakkam Zone-39,3.1,Moderate,78%,No,475m,CHN4766,High,Unsafe
Porur Zone-66,3.2,Poor,76%,Yes,1510m,CHN4767,Medium,Moderate
Egmore Zone-96,3.2,Moderate,92%,Yes,1754m,CHN4768,High,Moderate
Kodambakkam Zone-18,4.9,Poor,92%,No,1877m,CHN4769,Low,Safe
Teynampet Zone-7,3.1,Moderate,85%,Yes,697m,CHN4770,Low,Unsafe
Poonamallee Zone-92,2.5,Poor,87%,No,1427m,CHN4771,Medium,Unsafe
Velachery Zone-45,3.7,Good,60%,Yes,688m,CHN4772,High,Moderate
Manapakkam Zone-51,2.7,Poor,74%,Yes,1535m,CHN4773,Low,Unsafe
Alwarpet Zone-87,3.0,Moderate,88%,No,1735m,CHN4774,Low,Unsafe
Egmore Zone-67,3.0,Moderate,91%,No,1552m,CHN4775,High,Unsafe
Sholinganallur Zone-29,2.9,Poor,71%,Yes,476m,CHN4776,Medium,Unsafe
Kilpauk Zone-5,3.9,Good,69%,No,1608m,CHN4777,Medium,Moderate
George Town Zone-74,3.6,Moderate,90%,Yes,1959m,CHN4778,Low,Moderate
Chromepet Zone-15,3.1,Poor,65%,No,320m,CHN4779,Low,Unsafe
Maduravoyal Zone-44,4.0,Good,75%,No,1667m,CHN4780,High,Moderate
Avadi Zone-37,3.3,Good,81%,No,1615m,CHN4781,Medium,Moderate
Royapuram Zone-11,4.7,Good,97%,No,494m,CHN4782,Medium,Safe
Kilpauk Zone-84,4.9,Poor,90%,No,604m,CHN4783,High,Safe
Velachery East Zone-14,3.3,Moderate,100%,Yes,966m,CHN4784,Medium,Moderate
Saidapet Zone-69,4.3,Poor,87%,No,460m,CHN4785,Low,Safe
Vandalur Zone-31,2.5,Poor,75%,Yes,1675m,CHN4786,Low,Unsafe
Perambur Zone-80,3.6,Poor,66%,No,718m,CHN4787,High,Moderate
Sholinganallur Zone-24,2.6,Poor,87%,No,1886m,CHN4788,Medium,Unsafe
Aminjikarai Zone-81,3.6,Moderate,74%,Yes,1446m,CHN4789,High,Moderate
Avadi Zone-18,4.4,Moderate,69%,No,780m,CHN4790,High,Safe
Kodambakkam Zone-88,4.8,Moderate,62%,Yes,761m,CHN4791,High,Safe
Perungudi Zone-98,4.5,Poor,93%,No,472m,CHN4792,Low,Safe
Sholinganallur Zone-43,4.4,Moderate,65%,Yes,636m,CHN4793,Low,Safe
George Town Zone-40,3.0,Good,91%,Yes,1701m,CHN4794,High,Unsafe
Manapakkam Zone-11,3.0,Good,98%,Yes,1335m,CHN4795,Medium,Unsafe
Kodambakkam Zone-49,2.8,Good,62%,No,483m,CHN4796,High,Unsafe
Vepery Zone-46,4.0,Poor,71%,Yes,1539m,CHN4797,Low,Moderate
Perambur Zone-28,3.2,Good,83%,No,1062m,CHN4798,Medium,Moderate
Velachery West Zone-96,2.8,Moderate,92%,No,1065m,CHN4799,High,Unsafe
Parrys Zone-46,4.7,Moderate,62%,Yes,815m,CHN4800,Low,Safe
George Town Zone-4,4.1,Moderate,66%,No,1050m,CHN4801,Medium,Moderate
Aminjikarai Zone-45,4.1,Moderate,89%,Yes,333m,CHN4802,High,Moderate
Vandalur Zone-21,2.7,Good,98%,No,480m,CHN4803,Low,Unsafe
Velachery West Zone-6,3.3,Poor,79%,No,689m,CHN4804,High,Moderate
Ambattur Zone-24,5.0,Good,72%,No,1595m,CHN4805,Low,Safe
Vandalur Zone-72,4.0,Good,67%,No,584m,CHN4806,High,Moderate
Kodambakkam Zone-21,4.3,Poor,80%,Yes,1974m,CHN4807,High,Safe
Vadapalani Zone-36,4.1,Poor,73%,Yes,867m,CHN4808,Low,Moderate
Egmore Zone-24,2.6,Good,100%,No,721m,CHN4809,High,Unsafe
Poonamallee Zone-34,4.2,Good,93%,No,704m,CHN4810,High,Safe
Sholinganallur Zone-56,3.1,Good,90%,No,579m,CHN4811,High,Unsafe
Sholinganallur Zone-34,4.2,Moderate,86%,No,355m,CHN4812,Low,Safe
Pallavaram Zone-3,2.7,Poor,74%,No,843m,CHN4813,High,Unsafe
Pallavaram Zone-95,4.7,Poor,89%,No,964m,CHN4814,High,Safe
Villivakkam Zone-15,4.3,Good,71%,No,1607m,CHN4815,Medium,Safe
Egmore Zone-28,4.6,Poor,79%,No,1550m,CHN4816,Low,Safe
Kotturpuram Zone-3,4.0,Poor,78%,Yes,892m,CHN4817,Low,Moderate
Guindy Zone-15,3.9,Poor,91%,Yes,229m,CHN4818,High,Moderate
Perambur Zone-20,3.2,Poor,75%,Yes,484m,CHN4819,Low,Moderate
Thoraipakkam Zone-4,4.5,Moderate,65%,Yes,903m,CHN4820,High,Safe
Anna Nagar Zone-46,4.3,Moderate,87%,No,1693m,CHN4821,High,Safe
Mogappair Zone-60,2.9,Good,77%,No,1249m,CHN4822,Medium,Unsafe
Royapuram Zone-29,4.7,Good,60%,No,235m,CHN4823,Medium,Safe
Kilpauk Zone-64,4.4,Moderate,81%,Yes,1602m,CHN4824,Low,Safe
Parrys Zone-17,3.8,Moderate,72%,Yes,272m,CHN4825,Low,Moderate
Chromepet Zone-68,3.5,Good,68%,Yes,776m,CHN4826,Medium,Moderate
Thoraipakkam Zone-28,3.5,Good,89%,Yes,1508m,CHN4827,High,Moderate
Mogappair Zone-50,2.7,Good,72%,No,1467m,CHN4828,High,Unsafe
Royapuram Zone-34,2.8,Good,89%,Yes,1500m,CHN4829,Low,Unsafe
Royapettah Zone-6,3.8,Poor,87%,Yes,552m,CHN4830,Medium,Moderate
Kodambakkam Zone-98,3.2,Moderate,85%,Yes,1470m,CHN4831,High,Moderate
Vandalur Zone-16,4.9,Poor,76%,No,1026m,CHN4832,High,Safe
Parrys Zone-91,4.9,Poor,79%,No,1366m,CHN4833,High,Safe
Chromepet Zone-50,4.5,Moderate,95%,No,1165m,CHN4834,Medium,Safe
Villivakkam Zone-59,3.0,Good,97%,Yes,1064m,CHN4835,Medium,Unsafe
Kilpauk Zone-40,3.5,Poor,93%,No,648m,CHN4836,Medium,Moderate
Thiruvanmiyur Zone-58,3.1,Poor,90%,No,1887m,CHN4837,Low,Unsafe
Royapettah Zone-7,4.2,Good,67%,No,370m,CHN4838,Medium,Safe
Kodambakkam Zone-81,3.6,Moderate,72%,Yes,641m,CHN4839,High,Moderate
Pallavaram Zone-68,4.9,Moderate,68%,Yes,1466m,CHN4840,Low,Safe
Pallikaranai Zone-92,3.7,Poor,81%,No,1043m,CHN4841,High,Moderate
Royapettah Zone-26,4.2,Good,72%,No,321m,CHN4842,Low,Safe
Villivakkam Zone-98,2.6,Good,84%,No,1537m,CHN4843,High,Unsafe
Royapettah Zone-95,4.3,Good,64%,Yes,1249m,CHN4844,Low,Safe
Chromepet Zone-92,4.9,Good,83%,No,1813m,CHN4845,Medium,Safe
Perungudi Zone-8,3.6,Moderate,91%,Yes,1325m,CHN4846,Low,Moderate
Aminjikarai Zone-59,2.8,Good,74%,No,211m,CHN4847,High,Unsafe
Villivakkam Zone-97,3.0,Good,66%,Yes,315m,CHN4848,High,Unsafe
Adyar Zone-3,4.8,Good,65%,No,1315m,CHN4849,High,Safe
Vandalur Zone-79,2.9,Good,97%,Yes,408m,CHN4850,Low,Unsafe
Ambattur Zone-55,3.6,Good,91%,Yes,683m,CHN4851,Medium,Moderate
Parrys Zone-20,4.9,Moderate,97%,No,1222m,CHN4852,Medium,Safe
Alwarpet Zone-84,3.1,Good,71%,No,598m,CHN4853,Medium,Unsafe
Teynampet Zone-74,3.1,Poor,97%,No,1687m,CHN4854,Medium,Unsafe
George Town Zone-5,3.0,Moderate,76%,No,1256m,CHN4855,Low,Unsafe
Guindy Zone-36,4.8,Good,60%,No,1796m,CHN4856,High,Safe
Porur Zone-41,4.5,Poor,60%,No,1615m,CHN4857,Low,Safe
Kottivakkam Zone-70,4.0,Moderate,76%,No,541m,CHN4858,Medium,Moderate
Washermanpet Zone-81,3.4,Good,90%,No,794m,CHN4859,Medium,Moderate
Guindy Zone-22,3.0,Good,81%,No,1368m,CHN4860,Low,Unsafe
Thiruvottriyur Zone-95,2.6,Moderate,67%,No,1017m,CHN4861,Medium,Unsafe
Perungudi Zone-78,2.6,Good,86%,Yes,523m,CHN4862,High,Unsafe
Perungudi Zone-38,4.9,Moderate,69%,No,214m,CHN4863,Low,Safe
Sholinganallur Zone-29,3.1,Poor,64%,Yes,743m,CHN4864,Medium,Unsafe
Royapettah Zone-97,4.8,Good,86%,No,595m,CHN4865,Medium,Safe
Thousand Lights Zone-65,2.8,Good,97%,No,471m,CHN4866,Medium,Unsafe
Medavakkam Zone-66,3.1,Moderate,77%,No,1849m,CHN4867,Low,Unsafe
Perambur Zone-98,2.8,Moderate,90%,No,1988m,CHN4868,Low,Unsafe
Ayanavaram Zone-24,4.9,Good,66%,Yes,1401m,CHN4869,Low,Safe
